,NOC,Team,Year,Season,Games,num_olympians,num_medalist,perc_medalist
2079,MMR,Myanmar,2000,Summer,2000 Summer,7,,
2080,MMR,Myanmar,2004,Summer,2004 Summer,2,,
2081,MMR,Myanmar,2008,Summer,2008 Summer,6,,
2082,MMR,Myanmar,2012,Summer,2012 Summer,6,,
2083,MMR,Myanmar,2016,Summer,2016 Summer,7,,
2084,MNE,Montenegro,2008,Summer,2008 Summer,19,,
2085,MNE,Montenegro,2010,Winter,2010 Winter,1,,
2086,MNE,Montenegro,2012,Summer,2012 Summer,33,14.0,0.42424242424242425
2087,MNE,Montenegro,2014,Winter,2014 Winter,2,,
2088,MNE,Montenegro,2016,Summer,2016 Summer,35,,
2089,MNG,Mongolia,1964,Summer,1964 Summer,21,,
2090,MNG,Mongolia,1964,Winter,1964 Winter,13,,
2091,MNG,Mongolia,1968,Summer,1968 Summer,16,4.0,0.25
2092,MNG,Mongolia,1968,Winter,1968 Winter,7,,
2093,MNG,Mongolia,1972,Summer,1972 Summer,39,1.0,0.02564102564102564
2094,MNG,Mongolia,1972,Winter,1972 Winter,4,,
2095,MNG,Mongolia,1976,Summer,1976 Summer,32,1.0,0.03125
2096,MNG,Mongolia,1980,Summer,1980 Summer,43,4.0,0.09302325581395349
2097,MNG,Mongolia,1980,Winter,1980 Winter,3,,
2098,MNG,Mongolia,1984,Winter,1984 Winter,4,,
2099,MNG,Mongolia,1988,Summer,1988 Summer,28,1.0,0.03571428571428571
2100,MNG,Mongolia,1988,Winter,1988 Winter,3,,
2101,MNG,Mongolia,1992,Summer,1992 Summer,33,2.0,0.06060606060606061
2102,MNG,Mongolia,1992,Winter,1992 Winter,4,,
2103,MNG,Mongolia,1994,Winter,1994 Winter,1,,
2104,MNG,Mongolia,1996,Summer,1996 Summer,16,1.0,0.0625
2105,MNG,Mongolia,1998,Winter,1998 Winter,3,,
2106,MNG,Mongolia,2000,Summer,2000 Summer,20,,
2107,MNG,Mongolia,2002,Winter,2002 Winter,4,,
2108,MNG,Mongolia,2004,Summer,2004 Summer,20,1.0,0.05
2109,MNG,Mongolia,2006,Winter,2006 Winter,2,,
2110,MNG,Mongolia,2008,Summer,2008 Summer,28,4.0,0.14285714285714285
2111,MNG,Mongolia,2010,Winter,2010 Winter,2,,
2112,MNG,Mongolia,2012,Summer,2012 Summer,29,5.0,0.1724137931034483
2113,MNG,Mongolia,2014,Winter,2014 Winter,2,,
2114,MNG,Mongolia,2016,Summer,2016 Summer,43,2.0,0.046511627906976744
2115,MOZ,Mozambique,1980,Summer,1980 Summer,14,,
2116,MOZ,Mozambique,1984,Summer,1984 Summer,9,,
2117,MOZ,Mozambique,1988,Summer,1988 Summer,8,,
2118,MOZ,Mozambique,1992,Summer,1992 Summer,6,,
2119,MOZ,Mozambique,1996,Summer,1996 Summer,3,1.0,0.3333333333333333
2120,MOZ,Mozambique,2000,Summer,2000 Summer,4,1.0,0.25
2121,MOZ,Mozambique,2004,Summer,2004 Summer,4,,
2122,MOZ,Mozambique,2008,Summer,2008 Summer,4,,
2123,MOZ,Mozambique,2012,Summer,2012 Summer,6,,
2124,MOZ,Mozambique,2016,Summer,2016 Summer,6,,
2125,MRT,Mauritania,1984,Summer,1984 Summer,2,,
2126,MRT,Mauritania,1988,Summer,1988 Summer,6,,
2127,MRT,Mauritania,1992,Summer,1992 Summer,6,,
2128,MRT,Mauritania,1996,Summer,1996 Summer,4,,
2129,MRT,Mauritania,2000,Summer,2000 Summer,2,,
2130,MRT,Mauritania,2004,Summer,2004 Summer,2,,
2131,MRT,Mauritania,2008,Summer,2008 Summer,2,,
2132,MRT,Mauritania,2012,Summer,2012 Summer,2,,
2133,MRT,Mauritania,2016,Summer,2016 Summer,2,,
2134,MUS,Mauritius,1984,Summer,1984 Summer,4,,
2135,MUS,Mauritius,1988,Summer,1988 Summer,8,,
2136,MUS,Mauritius,1992,Summer,1992 Summer,13,,
2137,MUS,Mauritius,1996,Summer,1996 Summer,26,,
2138,MUS,Mauritius,2000,Summer,2000 Summer,20,,
2139,MUS,Mauritius,2004,Summer,2004 Summer,9,,
2140,MUS,Mauritius,2008,Summer,2008 Summer,11,1.0,0.09090909090909091
2141,MUS,Mauritius,2012,Summer,2012 Summer,11,,
2142,MUS,Mauritius,2016,Summer,2016 Summer,11,,
2143,MWI,Malawi,1972,Summer,1972 Summer,16,,
2144,MWI,Malawi,1984,Summer,1984 Summer,15,,
2145,MWI,Malawi,1988,Summer,1988 Summer,16,,
2146,MWI,Malawi,1992,Summer,1992 Summer,4,,
2147,MWI,Malawi,1996,Summer,1996 Summer,2,,
2148,MWI,Malawi,2000,Summer,2000 Summer,2,,
2149,MWI,Malawi,2004,Summer,2004 Summer,4,,
2150,MWI,Malawi,2008,Summer,2008 Summer,4,,
2151,MWI,Malawi,2012,Summer,2012 Summer,3,,
2152,MWI,Malawi,2016,Summer,2016 Summer,5,,
2153,MYA,Yangon,1960,Summer,1960 Summer,2,,
2154,MYS,Malaysia,1964,Summer,1964 Summer,61,,
2155,MYS,Malaysia,1968,Summer,1968 Summer,31,,
2156,MYS,Malaysia,1972,Summer,1972 Summer,45,,
2157,MYS,Malaysia,1976,Summer,1976 Summer,23,,
2158,MYS,Malaysia,1984,Summer,1984 Summer,21,,
2159,MYS,Malaysia,1988,Summer,1988 Summer,9,,
2160,MYS,Malaysia,1992,Summer,1992 Summer,26,2.0,0.07692307692307693
2161,MYS,Malaysia,1996,Summer,1996 Summer,35,3.0,0.08571428571428572
2162,MYS,Malaysia,2000,Summer,2000 Summer,40,,
2163,MYS,Malaysia,2004,Summer,2004 Summer,26,,
2164,MYS,Malaysia,2008,Summer,2008 Summer,32,1.0,0.03125
2165,MYS,Malaysia,2012,Summer,2012 Summer,29,2.0,0.06896551724137931
2166,MYS,Malaysia,2016,Summer,2016 Summer,32,8.0,0.25
2167,NAM,Namibia,1992,Summer,1992 Summer,6,1.0,0.16666666666666666
2168,NAM,Namibia,1996,Summer,1996 Summer,8,1.0,0.125
2169,NAM,Namibia,2000,Summer,2000 Summer,11,,
2170,NAM,Namibia,2004,Summer,2004 Summer,8,,
2171,NAM,Namibia,2008,Summer,2008 Summer,10,,
2172,NAM,Namibia,2012,Summer,2012 Summer,9,,
2173,NAM,Namibia,2016,Summer,2016 Summer,10,,
2174,NER,Niger,1964,Summer,1964 Summer,1,,
2175,NER,Niger,1968,Summer,1968 Summer,2,,
2176,NER,Niger,1972,Summer,1972 Summer,4,1.0,0.25
2177,NER,Niger,1984,Summer,1984 Summer,4,,
2178,NER,Niger,1988,Summer,1988 Summer,6,,
2179,NER,Niger,1992,Summer,1992 Summer,3,,
2180,NER,Niger,1996,Summer,1996 Summer,3,,
2181,NER,Niger,2000,Summer,2000 Summer,4,,
2182,NER,Niger,2004,Summer,2004 Summer,4,,
2183,NER,Niger,2008,Summer,2008 Summer,4,,
2184,NER,Niger,2012,Summer,2012 Summer,6,,
2185,NER,Niger,2016,Summer,2016 Summer,6,1.0,0.16666666666666666
2186,NGA,Nigeria,1960,Summer,1960 Summer,12,,
2187,NGA,Nigeria,1964,Summer,1964 Summer,18,1.0,0.05555555555555555
2188,NGA,Nigeria,1968,Summer,1968 Summer,36,,
2189,NGA,Nigeria,1972,Summer,1972 Summer,25,1.0,0.04
2190,NGA,Nigeria,1980,Summer,1980 Summer,44,,
2191,NGA,Nigeria,1984,Summer,1984 Summer,32,5.0,0.15625
2192,NGA,Nigeria,1988,Summer,1988 Summer,69,,
2193,NGA,Nigeria,1992,Summer,1992 Summer,55,11.0,0.2
2194,NGA,Nigeria,1996,Summer,1996 Summer,65,23.0,0.35384615384615387
2195,NGA,Nigeria,2000,Summer,2000 Summer,83,8.0,0.0963855421686747
2196,NGA,Nigeria,2004,Summer,2004 Summer,70,8.0,0.11428571428571428
2197,NGA,Nigeria,2008,Summer,2008 Summer,74,23.0,0.3108108108108108
2198,NGA,Nigeria,2012,Summer,2012 Summer,49,,
2199,NGA,Nigeria,2016,Summer,2016 Summer,71,18.0,0.2535211267605634
2200,NIC,Nicaragua,1968,Summer,1968 Summer,11,,
2201,NIC,Nicaragua,1972,Summer,1972 Summer,8,,
2202,NIC,Nicaragua,1976,Summer,1976 Summer,15,,
2203,NIC,Nicaragua,1980,Summer,1980 Summer,5,,
2204,NIC,Nicaragua,1984,Summer,1984 Summer,5,,
2205,NIC,Nicaragua,1992,Summer,1992 Summer,8,,
2206,NIC,Nicaragua,1996,Summer,1996 Summer,26,,
2207,NIC,Nicaragua,2000,Summer,2000 Summer,6,,
2208,NIC,Nicaragua,2004,Summer,2004 Summer,5,,
2209,NIC,Nicaragua,2008,Summer,2008 Summer,6,,
2210,NIC,Nicaragua,2012,Summer,2012 Summer,6,,
2211,NIC,Nicaragua,2016,Summer,2016 Summer,5,,
2212,NLD,Barco Deloro,1964,Summer,1964 Summer,4,,
2213,NLD,Daisy,1960,Summer,1960 Summer,3,,
2214,NLD,Daisy,1964,Summer,1964 Summer,2,,
2215,NLD,Nadine,2008,Summer,2008 Summer,1,1.0,1.0
2216,NLD,Netherlands,1960,Summer,1960 Summer,104,3.0,0.028846153846153848
2217,NLD,Netherlands,1960,Winter,1960 Winter,7,2.0,0.2857142857142857
2218,NLD,Netherlands,1964,Summer,1964 Summer,119,29.0,0.24369747899159663
2219,NLD,Netherlands,1964,Winter,1964 Winter,6,2.0,0.3333333333333333
2220,NLD,Netherlands,1968,Summer,1968 Summer,107,14.0,0.1308411214953271
2221,NLD,Netherlands,1968,Winter,1968 Winter,9,6.0,0.6666666666666666
2222,NLD,Netherlands,1972,Summer,1972 Summer,119,5.0,0.04201680672268908
2223,NLD,Netherlands,1972,Winter,1972 Winter,11,4.0,0.36363636363636365
2224,NLD,Netherlands,1976,Summer,1976 Summer,108,13.0,0.12037037037037036
2225,NLD,Netherlands,1976,Winter,1976 Winter,7,3.0,0.42857142857142855
2226,NLD,Netherlands,1980,Summer,1980 Summer,75,6.0,0.08
2227,NLD,Netherlands,1980,Winter,1980 Winter,29,4.0,0.13793103448275862
2228,NLD,Netherlands,1984,Summer,1984 Summer,136,36.0,0.2647058823529412
2229,NLD,Netherlands,1984,Winter,1984 Winter,13,,
2230,NLD,Netherlands,1988,Summer,1988 Summer,147,45.0,0.30612244897959184
2231,NLD,Netherlands,1988,Winter,1988 Winter,11,4.0,0.36363636363636365
2232,NLD,Netherlands,1992,Summer,1992 Summer,201,32.0,0.15920398009950248
2233,NLD,Netherlands,1992,Winter,1992 Winter,19,3.0,0.15789473684210525
2234,NLD,Netherlands,1994,Winter,1994 Winter,21,3.0,0.14285714285714285
2235,NLD,Netherlands,1996,Summer,1996 Summer,239,69.0,0.28870292887029286
2236,NLD,Netherlands,1998,Winter,1998 Winter,22,6.0,0.2727272727272727
2237,NLD,Netherlands,2000,Summer,2000 Summer,231,67.0,0.29004329004329005
2238,NLD,Netherlands,2002,Winter,2002 Winter,27,6.0,0.2222222222222222
2239,NLD,Netherlands,2004,Summer,2004 Summer,210,71.0,0.3380952380952381
2240,NLD,Netherlands,2006,Winter,2006 Winter,33,9.0,0.2727272727272727
2241,NLD,Netherlands,2008,Summer,2008 Summer,237,58.0,0.24472573839662448
2242,NLD,Netherlands,2010,Winter,2010 Winter,32,9.0,0.28125
2243,NLD,Netherlands,2012,Summer,2012 Summer,173,64.0,0.3699421965317919
2244,NLD,Netherlands,2014,Winter,2014 Winter,39,16.0,0.41025641025641024
2245,NLD,Netherlands,2016,Summer,2016 Summer,237,46.0,0.1940928270042194
2246,NLD,Salinero,2008,Summer,2008 Summer,1,1.0,1.0
2247,NLD,Sunrise,2008,Summer,2008 Summer,1,1.0,1.0
2248,NLD,Trintel II,1960,Summer,1960 Summer,3,,
2249,NOR,Fram III,1964,Summer,1964 Summer,3,,
2250,NOR,Lett,1960,Summer,1960 Summer,3,,
2251,NOR,Lucky,1964,Summer,1964 Summer,2,,
2252,NOR,Monica,1964,Summer,1964 Summer,3,,
2253,NOR,Norway,1960,Summer,1960 Summer,32,,
2254,NOR,Norway,1960,Winter,1960 Winter,29,7.0,0.2413793103448276
2255,NOR,Norway,1964,Summer,1964 Summer,18,,
2256,NOR,Norway,1964,Winter,1964 Winter,58,10.0,0.1724137931034483
2257,NOR,Norway,1968,Summer,1968 Summer,46,6.0,0.13043478260869565
2258,NOR,Norway,1968,Winter,1968 Winter,65,15.0,0.23076923076923078
2259,NOR,Norway,1972,Summer,1972 Summer,112,8.0,0.07142857142857142
2260,NOR,Norway,1972,Winter,1972 Winter,67,11.0,0.16417910447761194
2261,NOR,Norway,1976,Summer,1976 Summer,66,6.0,0.09090909090909091
2262,NOR,Norway,1976,Winter,1976 Winter,41,8.0,0.1951219512195122
2263,NOR,Norway,1980,Winter,1980 Winter,63,12.0,0.19047619047619047
2264,NOR,Norway,1984,Summer,1984 Summer,103,4.0,0.038834951456310676
2265,NOR,Norway,1984,Winter,1984 Winter,58,10.0,0.1724137931034483
2266,NOR,Norway,1988,Summer,1988 Summer,69,22.0,0.3188405797101449
2267,NOR,Norway,1988,Winter,1988 Winter,63,10.0,0.15873015873015872
2268,NOR,Norway,1992,Summer,1992 Summer,83,22.0,0.26506024096385544
2269,NOR,Norway,1992,Winter,1992 Winter,79,17.0,0.21518987341772153
2270,NOR,Norway,1994,Winter,1994 Winter,87,20.0,0.22988505747126436
2271,NOR,Norway,1996,Summer,1996 Summer,97,22.0,0.2268041237113402
2272,NOR,Norway,1998,Winter,1998 Winter,75,32.0,0.4266666666666667
2273,NOR,Norway,2000,Summer,2000 Summer,93,42.0,0.45161290322580644
2274,NOR,Norway,2002,Winter,2002 Winter,77,28.0,0.36363636363636365
2275,NOR,Norway,2004,Summer,2004 Summer,52,6.0,0.11538461538461539
2276,NOR,Norway,2006,Winter,2006 Winter,67,16.0,0.23880597014925373
2277,NOR,Norway,2008,Summer,2008 Summer,84,22.0,0.2619047619047619
2278,NOR,Norway,2010,Winter,2010 Winter,95,27.0,0.28421052631578947
2279,NOR,Norway,2012,Summer,2012 Summer,61,17.0,0.2786885245901639
2280,NOR,Norway,2014,Winter,2014 Winter,110,22.0,0.2
2281,NOR,Norway,2016,Summer,2016 Summer,62,19.0,0.3064516129032258
2282,NOR,Sirene,1960,Summer,1960 Summer,2,2.0,1.0
2283,NOR,Struten,1960,Summer,1960 Summer,3,,
2284,NPL,Nepal,1964,Summer,1964 Summer,6,,
2285,NPL,Nepal,1972,Summer,1972 Summer,2,,
2286,NPL,Nepal,1976,Summer,1976 Summer,1,,
2287,NPL,Nepal,1980,Summer,1980 Summer,10,,
2288,NPL,Nepal,1984,Summer,1984 Summer,10,,
2289,NPL,Nepal,1988,Summer,1988 Summer,16,,
2290,NPL,Nepal,1992,Summer,1992 Summer,2,,
2291,NPL,Nepal,1996,Summer,1996 Summer,6,,
2292,NPL,Nepal,2000,Summer,2000 Summer,5,,
2293,NPL,Nepal,2002,Winter,2002 Winter,1,,
2294,NPL,Nepal,2004,Summer,2004 Summer,6,,
2295,NPL,Nepal,2006,Winter,2006 Winter,1,,
2296,NPL,Nepal,2008,Summer,2008 Summer,8,,
2297,NPL,Nepal,2010,Winter,2010 Winter,1,,
2298,NPL,Nepal,2012,Summer,2012 Summer,5,,
2299,NPL,Nepal,2014,Winter,2014 Winter,1,,
2300,NPL,Nepal,2016,Summer,2016 Summer,7,,
2301,NRU,Nauru,1996,Summer,1996 Summer,3,,
2302,NRU,Nauru,2000,Summer,2000 Summer,2,,
2303,NRU,Nauru,2004,Summer,2004 Summer,3,,
2304,NRU,Nauru,2008,Summer,2008 Summer,1,,
2305,NRU,Nauru,2012,Summer,2012 Summer,2,,
2306,NRU,Nauru,2016,Summer,2016 Summer,2,,
2307,NZL,Harmony,1960,Summer,1960 Summer,2,,
2308,NZL,New Zealand,1960,Summer,1960 Summer,35,3.0,0.08571428571428572
2309,NZL,New Zealand,1960,Winter,1960 Winter,4,,
2310,NZL,New Zealand,1964,Summer,1964 Summer,62,3.0,0.04838709677419355
2311,NZL,New Zealand,1968,Summer,1968 Summer,52,7.0,0.1346153846153846
2312,NZL,New Zealand,1968,Winter,1968 Winter,6,,
2313,NZL,New Zealand,1972,Summer,1972 Summer,89,14.0,0.15730337078651685
2314,NZL,New Zealand,1972,Winter,1972 Winter,2,,
2315,NZL,New Zealand,1976,Summer,1976 Summer,80,25.0,0.3125
2316,NZL,New Zealand,1976,Winter,1976 Winter,5,,
2317,NZL,New Zealand,1980,Summer,1980 Summer,4,,
2318,NZL,New Zealand,1980,Winter,1980 Winter,5,,
2319,NZL,New Zealand,1984,Summer,1984 Summer,130,19.0,0.14615384615384616
2320,NZL,New Zealand,1984,Winter,1984 Winter,6,,
2321,NZL,New Zealand,1988,Summer,1988 Summer,83,20.0,0.24096385542168675
2322,NZL,New Zealand,1988,Winter,1988 Winter,9,,
2323,NZL,New Zealand,1992,Summer,1992 Summer,134,14.0,0.1044776119402985
2324,NZL,New Zealand,1992,Winter,1992 Winter,6,1.0,0.16666666666666666
2325,NZL,New Zealand,1994,Winter,1994 Winter,7,,
2326,NZL,New Zealand,1996,Summer,1996 Summer,95,7.0,0.07368421052631578
2327,NZL,New Zealand,1998,Winter,1998 Winter,8,,
2328,NZL,New Zealand,2000,Summer,2000 Summer,147,4.0,0.027210884353741496
2329,NZL,New Zealand,2002,Winter,2002 Winter,10,,
2330,NZL,New Zealand,2004,Summer,2004 Summer,148,6.0,0.04054054054054054
2331,NZL,New Zealand,2006,Winter,2006 Winter,15,,
2332,NZL,New Zealand,2008,Summer,2008 Summer,178,14.0,0.07865168539325842
2333,NZL,New Zealand,2010,Winter,2010 Winter,16,,
2334,NZL,New Zealand,2012,Summer,2012 Summer,178,27.0,0.15168539325842698
2335,NZL,New Zealand,2014,Winter,2014 Winter,14,,
2336,NZL,New Zealand,2016,Summer,2016 Summer,195,35.0,0.1794871794871795
2337,NZL,Pandora,1964,Summer,1964 Summer,2,2.0,1.0
2338,OMN,Oman,1984,Summer,1984 Summer,16,,
2339,OMN,Oman,1988,Summer,1988 Summer,8,,
2340,OMN,Oman,1992,Summer,1992 Summer,5,,
2341,OMN,Oman,1996,Summer,1996 Summer,4,,
2342,OMN,Oman,2000,Summer,2000 Summer,6,,
2343,OMN,Oman,2004,Summer,2004 Summer,2,,
2344,OMN,Oman,2008,Summer,2008 Summer,4,,
2345,OMN,Oman,2012,Summer,2012 Summer,3,,
2346,OMN,Oman,2016,Summer,2016 Summer,4,,
2347,PAK,Pakistan,1960,Summer,1960 Summer,44,14.0,0.3181818181818182
2348,PAK,Pakistan,1964,Summer,1964 Summer,41,16.0,0.3902439024390244
2349,PAK,Pakistan,1968,Summer,1968 Summer,15,13.0,0.8666666666666667
2350,PAK,Pakistan,1972,Summer,1972 Summer,25,15.0,0.6
2351,PAK,Pakistan,1976,Summer,1976 Summer,24,16.0,0.6666666666666666
2352,PAK,Pakistan,1984,Summer,1984 Summer,31,16.0,0.5161290322580645
2353,PAK,Pakistan,1988,Summer,1988 Summer,30,1.0,0.03333333333333333
2354,PAK,Pakistan,1992,Summer,1992 Summer,27,16.0,0.5925925925925926
2355,PAK,Pakistan,1996,Summer,1996 Summer,24,,
2356,PAK,Pakistan,2000,Summer,2000 Summer,27,,
2357,PAK,Pakistan,2004,Summer,2004 Summer,26,,
2358,PAK,Pakistan,2008,Summer,2008 Summer,21,,
2359,PAK,Pakistan,2010,Winter,2010 Winter,1,,
2360,PAK,Pakistan,2012,Summer,2012 Summer,21,,
2361,PAK,Pakistan,2014,Winter,2014 Winter,1,,
2362,PAK,Pakistan,2016,Summer,2016 Summer,7,,
2363,PAN,Panama,1960,Summer,1960 Summer,6,,
2364,PAN,Panama,1964,Summer,1964 Summer,10,,
2365,PAN,Panama,1968,Summer,1968 Summer,16,,
2366,PAN,Panama,1972,Summer,1972 Summer,7,,
2367,PAN,Panama,1976,Summer,1976 Summer,8,,
2368,PAN,Panama,1984,Summer,1984 Summer,8,,
2369,PAN,Panama,1988,Summer,1988 Summer,6,,
2370,PAN,Panama,1992,Summer,1992 Summer,5,,
2371,PAN,Panama,1996,Summer,1996 Summer,7,,
2372,PAN,Panama,2000,Summer,2000 Summer,6,,
2373,PAN,Panama,2004,Summer,2004 Summer,4,,
2374,PAN,Panama,2008,Summer,2008 Summer,5,1.0,0.2
2375,PAN,Panama,2012,Summer,2012 Summer,8,,
2376,PAN,Panama,2016,Summer,2016 Summer,10,,
2377,PER,Peru,1960,Summer,1960 Summer,31,,
2378,PER,Peru,1964,Summer,1964 Summer,31,,
2379,PER,Peru,1968,Summer,1968 Summer,28,,
2380,PER,Peru,1972,Summer,1972 Summer,20,,
2381,PER,Peru,1976,Summer,1976 Summer,13,,
2382,PER,Peru,1980,Summer,1980 Summer,28,,
2383,PER,Peru,1984,Summer,1984 Summer,35,1.0,0.02857142857142857
2384,PER,Peru,1988,Summer,1988 Summer,21,12.0,0.5714285714285714
2385,PER,Peru,1992,Summer,1992 Summer,16,1.0,0.0625
2386,PER,Peru,1996,Summer,1996 Summer,29,,
2387,PER,Peru,2000,Summer,2000 Summer,21,,
2388,PER,Peru,2004,Summer,2004 Summer,12,,
2389,PER,Peru,2008,Summer,2008 Summer,13,,
2390,PER,Peru,2010,Winter,2010 Winter,3,,
2391,PER,Peru,2012,Summer,2012 Summer,16,,
2392,PER,Peru,2014,Winter,2014 Winter,3,,
2393,PER,Peru,2016,Summer,2016 Summer,29,,
2394,PHI,Kalayaan,1964,Summer,1964 Summer,3,,
2395,PHI,Patricia,1960,Summer,1960 Summer,3,,
2396,PHL,Philippines,1960,Summer,1960 Summer,37,,
2397,PHL,Philippines,1964,Summer,1964 Summer,44,1.0,0.022727272727272728
2398,PHL,Philippines,1968,Summer,1968 Summer,49,,
2399,PHL,Philippines,1972,Summer,1972 Summer,53,,
2400,PHL,Philippines,1972,Winter,1972 Winter,2,,
2401,PHL,Philippines,1976,Summer,1976 Summer,14,,
2402,PHL,Philippines,1984,Summer,1984 Summer,19,,
2403,PHL,Philippines,1988,Summer,1988 Summer,31,1.0,0.03225806451612903
2404,PHL,Philippines,1988,Winter,1988 Winter,1,,
2405,PHL,Philippines,1992,Summer,1992 Summer,26,1.0,0.038461538461538464
2406,PHL,Philippines,1992,Winter,1992 Winter,1,,
2407,PHL,Philippines,1996,Summer,1996 Summer,12,1.0,0.08333333333333333
2408,PHL,Philippines,2000,Summer,2000 Summer,20,,
2409,PHL,Philippines,2004,Summer,2004 Summer,16,,
2410,PHL,Philippines,2008,Summer,2008 Summer,15,,
2411,PHL,Philippines,2012,Summer,2012 Summer,11,,
2412,PHL,Philippines,2014,Winter,2014 Winter,1,,
2413,PHL,Philippines,2016,Summer,2016 Summer,13,1.0,0.07692307692307693
2414,PLE,Palestine,1996,Summer,1996 Summer,1,,
2415,PLE,Palestine,2000,Summer,2000 Summer,2,,
2416,PLE,Palestine,2004,Summer,2004 Summer,3,,
2417,PLE,Palestine,2008,Summer,2008 Summer,4,,
2418,PLE,Palestine,2012,Summer,2012 Summer,5,,
2419,PLE,Palestine,2016,Summer,2016 Summer,6,,
2420,PLW,Palau,2000,Summer,2000 Summer,5,,
2421,PLW,Palau,2004,Summer,2004 Summer,4,,
2422,PLW,Palau,2008,Summer,2008 Summer,5,,
2423,PLW,Palau,2012,Summer,2012 Summer,5,,
2424,PLW,Palau,2016,Summer,2016 Summer,5,,
2425,PNG,Papua New Guinea,1976,Summer,1976 Summer,6,,
2426,PNG,Papua New Guinea,1984,Summer,1984 Summer,7,,
2427,PNG,Papua New Guinea,1988,Summer,1988 Summer,11,,
2428,PNG,Papua New Guinea,1992,Summer,1992 Summer,13,,
2429,PNG,Papua New Guinea,1996,Summer,1996 Summer,11,,
2430,PNG,Papua New Guinea,2000,Summer,2000 Summer,5,,
2431,PNG,Papua New Guinea,2004,Summer,2004 Summer,4,,
2432,PNG,Papua New Guinea,2008,Summer,2008 Summer,7,,
2433,PNG,Papua New Guinea,2012,Summer,2012 Summer,8,,
2434,PNG,Papua New Guinea,2016,Summer,2016 Summer,8,,
2435,POL,Poland,1960,Summer,1960 Summer,185,30.0,0.16216216216216217
2436,POL,Poland,1960,Winter,1960 Winter,13,2.0,0.15384615384615385
2437,POL,Poland,1964,Summer,1964 Summer,140,41.0,0.29285714285714287
2438,POL,Poland,1964,Winter,1964 Winter,51,,
2439,POL,Poland,1968,Summer,1968 Summer,177,36.0,0.2033898305084746
2440,POL,Poland,1968,Winter,1968 Winter,31,,
2441,POL,Poland,1972,Summer,1972 Summer,290,45.0,0.15517241379310345
2442,POL,Poland,1972,Winter,1972 Winter,47,1.0,0.02127659574468085
2443,POL,Poland,1976,Summer,1976 Summer,207,72.0,0.34782608695652173
2444,POL,Poland,1976,Winter,1976 Winter,56,,
2445,POL,Poland,1980,Summer,1980 Summer,306,49.0,0.16013071895424835
2446,POL,Poland,1980,Winter,1980 Winter,30,,
2447,POL,Poland,1984,Winter,1984 Winter,30,,
2448,POL,Poland,1988,Summer,1988 Summer,143,19.0,0.13286713286713286
2449,POL,Poland,1988,Winter,1988 Winter,32,,
2450,POL,Poland,1992,Summer,1992 Summer,201,45.0,0.22388059701492538
2451,POL,Poland,1992,Winter,1992 Winter,53,,
2452,POL,Poland,1994,Winter,1994 Winter,28,,
2453,POL,Poland,1996,Summer,1996 Summer,165,21.0,0.12727272727272726
2454,POL,Poland,1998,Winter,1998 Winter,39,,
2455,POL,Poland,2000,Summer,2000 Summer,187,23.0,0.12299465240641712
2456,POL,Poland,2002,Winter,2002 Winter,27,1.0,0.037037037037037035
2457,POL,Poland,2004,Summer,2004 Summer,194,10.0,0.05154639175257732
2458,POL,Poland,2006,Winter,2006 Winter,45,2.0,0.044444444444444446
2459,POL,Poland,2008,Summer,2008 Summer,257,20.0,0.07782101167315175
2460,POL,Poland,2010,Winter,2010 Winter,46,5.0,0.10869565217391304
2461,POL,Poland,2012,Summer,2012 Summer,210,12.0,0.05714285714285714
2462,POL,Poland,2014,Winter,2014 Winter,58,9.0,0.15517241379310345
2463,POL,Poland,2016,Summer,2016 Summer,234,16.0,0.06837606837606838
2464,POR,Calcinhas,1960,Summer,1960 Summer,2,,
2465,POR,Ciocca III,1960,Summer,1960 Summer,3,,
2466,POR,Faneca,1964,Summer,1964 Summer,2,,
2467,POR,Galopin De La Font,2008,Summer,2008 Summer,1,,
2468,POR,Grifo III,1960,Summer,1960 Summer,3,,
2469,POR,Grifo IV,1964,Summer,1964 Summer,3,,
2470,POR,Ma'Lindo,1960,Summer,1960 Summer,2,2.0,1.0
2471,POR,Notavel,2008,Summer,2008 Summer,1,,
2472,POR,Oxalis,2008,Summer,2008 Summer,1,,
2473,POR,Portugal,1988,Winter,1988 Winter,4,,
2474,PRT,Portugal,1988,Winter,1988 Winter,4,,
2475,PRI,Puerto Rico,1960,Summer,1960 Summer,27,,
2476,PRI,Puerto Rico,1964,Summer,1964 Summer,32,,
2477,PRI,Puerto Rico,1968,Summer,1968 Summer,58,,
2478,PRI,Puerto Rico,1972,Summer,1972 Summer,53,,
2479,PRI,Puerto Rico,1976,Summer,1976 Summer,80,1.0,0.0125
2480,PRI,Puerto Rico,1980,Summer,1980 Summer,3,,
2481,PRI,Puerto Rico,1984,Summer,1984 Summer,51,2.0,0.0392156862745098
2482,PRI,Puerto Rico,1984,Winter,1984 Winter,1,,
2483,PRI,Puerto Rico,1988,Summer,1988 Summer,47,,
2484,PRI,Puerto Rico,1988,Winter,1988 Winter,9,,
2485,PRI,Puerto Rico,1992,Summer,1992 Summer,71,1.0,0.014084507042253521
2486,PRI,Puerto Rico,1992,Winter,1992 Winter,6,,
2487,PRI,Puerto Rico,1994,Winter,1994 Winter,5,,
2488,PRI,Puerto Rico,1996,Summer,1996 Summer,69,1.0,0.014492753623188406
