Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,4573512,4721896,4875422,5034646,5200336,5373137,5553246,5740710,5935860,6139048,6350541,6570857,6800141,7037851,7283177,7535714,7794662,8060649,8336418,8625690,8930774,9252851,9590227,9938847,10293049,10648632,11004272,11360852,11719071,12080444,12446171,12815401,13187663,13565072,13950476,14345492,14754142,15175316,15599591,16013985,16410848,16766561,17084632,17415214,17827825,18361176,19059258,19878254,20664038,21205873,21362529,21082966,20442541,19584274,18715672,17997408,17453933,17068002,16906283,..
"Population, total",SP.POP.TOTL,Tajikistan,TJK,2087049,2159134,2236574,2318248,2402477,2487976,2574511,2662253,2750928,2840262,2930107,3020413,3111282,3203029,3296103,3390941,3487652,3586515,3688419,3794451,3905446,4020821,4140295,4265274,4397562,4537822,4687325,4844002,5001169,5149874,5283814,5400630,5502494,5593315,5679167,5764810,5851355,5938405,6027388,6119661,6216341,6318513,6426867,6541547,6662389,6789321,6922587,7062672,7209930,7364753,7527394,7697510,7874835,8059769,8252833,8454028,8663579,8880268,9100837,..
"Population, total",SP.POP.TOTL,Tanzania,TZA,10052152,10346697,10651962,10968195,11295681,11634832,11985440,12348189,12725522,13120580,13535481,13971695,14428340,14902263,15388936,15885229,16390159,16905214,17432757,17976222,18538259,19120680,19723322,20344547,20981776,21633796,22296286,22971200,23670808,24411738,25203845,26056594,26961197,27887203,28792639,29649135,30444526,31192857,31924196,32682239,33499180,34385856,35334788,36337782,37379767,38450320,39548663,40681414,41853944,43073834,44346525,45673338,47052481,48482266,49959822,51482633,53050790,54663906,56318348,..
"Population, total",SP.POP.TOTL,Thailand,THA,27397207,28224187,29080938,29966865,30881138,31822660,32789130,33778799,34791409,35827092,36884536,37963278,39058603,40159582,41252324,42326312,43377271,44405904,45413080,46401754,47374472,48326274,49255900,50173924,51094868,52026901,52980094,53945881,54891520,55772169,56558186,57232465,57811021,58337773,58875269,59467274,60130186,60846582,61585103,62298571,62952642,63539196,64069087,64549866,64995299,65416189,65812536,66182067,66530984,66866839,67195028,67518382,67835957,68144501,68438730,68714511,68971331,69209858,69428524,..
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,474532,482854,491571,500647,510034,519686,529327,538909,548825,559626,571565,585251,600192,614253,624555,629227,627251,619816,610054,602358,599905,603842,613238,626675,641844,657053,671752,686471,701809,718741,737814,759527,783198,806860,827825,844334,855362,861866,866530,873136,884366,901214,922694,947108,971893,995135,1016432,1036392,1055431,1074277,1093523,1113151,1132994,1153295,1174331,1196302,1219288,1243261,1267972,..
"Population, total",SP.POP.TOTL,Togo,TGO,1580513,1597526,1612755,1631764,1662073,1708630,1774029,1855442,1945780,2034907,2115522,2185662,2247582,2303345,2356622,2410446,2464423,2518457,2576292,2642696,2720839,2812307,2915620,3026973,3140846,3252994,3363042,3471739,3577468,3678567,3774312,3862992,3945905,4029053,4120616,4226291,4348805,4485951,4632446,4780448,4924402,5062567,5197031,5330639,5467766,5611640,5762880,5920359,6083420,6250835,6421679,6595943,6773807,6954721,7137997,7323158,7509952,7698475,7889094,..
"Population, total",SP.POP.TOTL,Tonga,TON,61577,63715,66235,68981,71741,74345,76771,79029,81079,82855,84351,85499,86323,86962,87582,88318,89234,90273,91335,92268,92971,93409,93641,93729,93788,93896,94088,94321,94591,94851,95069,95246,95399,95557,95739,95976,96273,96619,97032,97482,97973,98487,99022,99589,100218,100905,101706,102581,103379,103890,103986,103562,102737,101768,101028,100781,101133,101998,103197,..
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,847979,864818,879441,891944,902613,911737,919217,925235,930795,937186,945360,955741,968136,982010,996493,1010936,1025107,1039212,1053558,1068640,1084744,1101983,1120020,1138071,1155074,1170285,1183381,1194541,1204153,1212857,1221116,1229103,1236683,1243616,1249520,1254200,1257549,1259848,1261695,1263933,1267153,1271632,1277213,1283559,1290123,1296502,1302561,1308451,1314443,1320930,1328147,1336178,1344817,1353700,1362342,1370328,1377564,1384072,1389858,..
"Population, total",SP.POP.TOTL,Tunisia,TUN,4178236,4238142,4305481,4380068,4461114,4547941,4641000,4740511,4845219,4953390,5063809,5176295,5291338,5409343,5530975,5656914,5786478,5919965,6060151,6210756,6374039,6551231,6740529,6937331,7135270,7329594,7517858,7700736,7880332,8060210,8242496,8427857,8613861,8795932,8967916,9125398,9267340,9395123,9509857,9613588,9708350,9793903,9871251,9945277,10022277,10106771,10201214,10304726,10414433,10525694,10635244,10741880,10847002,10952951,11063201,11179949,11303946,11433443,11565204,..
"Population, total",SP.POP.TOTL,Turkey,TUR,27472345,28146910,28832827,29531365,30244261,30972994,31717507,32477992,33256464,34055390,34876303,35720599,36587261,37472336,38370283,39277258,40189567,41108297,42039992,42994041,43975971,44988414,46025411,47073472,48114155,49133937,50128541,51100924,52053765,52992487,53921760,54840590,55748948,56653804,57564204,58486456,59423282,60372568,61329676,62287397,63240194,64192243,65145367,66089402,67010930,67903469,68756810,69581848,70418604,71321399,72326988,73443863,74653016,75928564,77231907,78529409,79821724,81101892,82319724,..
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,1603258,1658362,1715408,1773853,1833064,1892599,1952141,2011764,2071790,2132802,2195175,2258965,2324015,2390216,2457384,2525364,2594313,2664258,2734895,2805819,2876808,2947779,3019066,3091513,3166221,3244018,3324458,3407321,3493895,3585868,3683967,3789185,3899843,4010789,4115102,4207841,4287346,4355116,4413479,4466135,4516133,4564083,4610005,4655743,4703401,4754646,4810109,4870141,4935767,5007954,5087213,5174085,5267900,5366375,5466328,5565287,5662372,5757669,5850908,..
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,5824,5874,5884,5870,5848,5823,5791,5764,5744,5773,5841,5971,6157,6381,6606,6827,7015,7198,7385,7613,7888,8235,8654,9104,9556,9970,10357,10724,11093,11548,12111,12811,13632,14526,15407,16216,16926,17567,18232,19065,20164,21573,23232,25011,26700,28180,29391,30385,31202,31934,32660,33377,34066,34731,35369,35981,36559,37115,37665,..
"Population, total",SP.POP.TOTL,Tuvalu,TUV,5323,5335,5340,5343,5356,5386,5438,5511,5597,5670,5735,5766,5790,5822,5905,6060,6323,6650,7014,7358,7637,7827,7956,8041,8115,8219,8336,8485,8637,8779,8913,9026,9112,9194,9252,9298,9323,9323,9332,9346,9394,9484,9596,9726,9869,10000,10120,10221,10314,10424,10530,10633,10739,10857,10972,11099,11225,11370,11508,..
"Population, total",SP.POP.TOTL,Uganda,UGA,6767095,6983818,7215796,7461634,7719104,7986066,8263439,8550443,8841153,9127857,9405600,9671860,9929636,10186455,10453037,10737403,11042974,11368615,11712530,12071145,12442334,12825082,13221991,13638729,14082875,14559355,15070302,15612754,16180124,16763042,17354392,17953531,18561674,19175988,19793541,20413152,21032821,21655398,22290780,22952410,23650172,24388968,25167257,25980552,26821297,27684585,28571475,29486338,30431736,31411096,32428167,33476919,34559168,35695246,36912148,38225453,39647506,41162465,42723139,..
"Population, total",SP.POP.TOTL,Ukraine,UKR,42664652,43206345,43752230,44288608,44796964,45264548,45684979,46063228,46411810,46749283,47088857,47435010,47783005,48125842,48452626,48755665,49032729,49287127,49523314,49747989,49965874,50221000,50384000,50564000,50754000,50917000,51097000,51293000,51521000,51773000,51892000,52000470,52150266,52179210,51921041,51512299,51057189,50594105,50143939,49673350,49175848,48683865,48202500,47812950,47451600,47105150,46787750,46509350,46258200,46053300,45870700,45706100,45593300,45489600,45271947,45154029,45004645,44831135,44622516,..
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,92418,100796,112118,125130,138039,149857,159976,169771,182627,203106,234514,277471,330974,394624,467451,548301,637922,735344,835508,931749,1019509,1096610,1164806,1228459,1293971,1366164,1446380,1533536,1627066,1725681,1828432,1937153,2052891,2173139,2294385,2415090,2539126,2671362,2813214,2966034,3134062,3302719,3478777,3711932,4068570,4588225,5300174,6168838,7089487,7917372,8549988,8946777,9141596,9197910,9214175,9262900,9360980,9487203,9630959,..
"Population, total",SP.POP.TOTL,United Kingdom,GBR,52400000,52800000,53250000,53650000,54000000,54348050,54648500,54943600,55211700,55441750,55663250,55896223,56086065,56194527,56229974,56225800,56211968,56193492,56196504,56246951,56314216,56333829,56313641,56332848,56422072,56550268,56681396,56802050,56928327,57076711,57247586,57424897,57580402,57718614,57865745,58019030,58166950,58316954,58487141,58682466,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258918,63700300,64128226,64613160,65128861,65595565,66058859,66488991,..
"Population, total",SP.POP.TOTL,United States,USA,180671000,183691000,186538000,189242000,191889000,194303000,196560000,198712000,200706000,202677000,205052000,207661000,209896000,211909000,213854000,215973000,218035000,220239000,222585000,225055000,227225000,229466000,231664000,233792000,235825000,237924000,240133000,242289000,244499000,246819000,249623000,252981000,256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309326085,311580009,313874218,316057727,318386421,320742673,323071342,325147121,327167434,..
"Population, total",SP.POP.TOTL,Uruguay,URY,2538643,2571681,2603882,2635126,2665388,2694536,2722875,2750086,2774759,2795042,2809793,2818281,2821461,2822117,2824095,2830176,2841372,2856958,2875728,2895688,2915389,2934613,2953852,2973036,2992246,3011519,3030649,3049581,3068705,3088595,3109601,3131660,3154464,3177745,3201151,3224281,3247381,3270164,3291053,3308012,3319736,3325473,3326040,3323668,3321476,3321803,3325401,3331749,3340221,3349676,3359275,3368934,3378974,3389439,3400434,3412009,3424132,3436646,3449299,..
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,8526300,8813616,9113620,9428906,9762816,10116870,10493436,10889509,11294672,11694847,12080317,12446443,12796980,13140797,13491117,13857478,14242769,14643875,15057224,15476922,15898757,16321696,16747426,17177664,17615040,18061284,18515578,18976417,19443887,19918119,20510000,20952000,21449000,21942000,22377000,22785000,23225000,23667000,24051000,24311650,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32955400,..
"Population, total",SP.POP.TOTL,Vanuatu,VUT,63689,65705,67794,69946,72115,74270,76395,78499,80657,82927,85377,88010,90809,93747,96774,99859,103006,106200,109405,112549,115597,118541,121395,124209,127049,129984,132995,136079,139315,142794,146573,150716,155170,159744,164129,168158,171722,174921,177987,181265,184972,189219,193920,198959,204127,209282,214370,219472,224704,230247,236211,242653,249499,256635,263888,271130,278330,285510,292680,..
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,8141841,8439261,8742777,9052635,9369096,9692278,10022592,10359745,10702291,11048262,11396393,11745945,12097694,12453718,12816955,13189509,13572208,13964379,14364727,14771271,15182611,15597886,16017573,16443134,16876703,17319520,17772001,18232730,18698847,19166471,19632665,20096317,20557683,21016901,21474549,21931084,22385650,22837743,23288564,23739841,24192446,24646472,25100408,25551624,25996594,26432447,26850194,27247610,27635832,28031009,28439940,28888369,29362449,29783571,30045134,30081829,29846179,29390409,28870195,..
"Population, total",SP.POP.TOTL,Vietnam,VNM,32670039,33666110,34683407,35721217,36779999,37858951,38958048,40072948,41193601,42307146,43404793,44484035,45548479,46603525,47657561,48718189,49785282,50861162,51959015,53095408,54281846,55522803,56814306,58148384,59512619,60896721,62293856,63701972,65120439,66550234,67988862,69436954,70883481,72300308,73651218,74910461,76068743,77133214,78115710,79035871,79910412,80742499,81534407,82301656,83062821,83832661,84617540,85419591,86243413,87092252,87967651,88871561,89802487,90753472,91714595,92677076,93638724,94596642,95540395,..
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,32500,34300,35000,39800,40800,43500,46200,49100,55700,60300,63476,70937,76319,84121,89941,94484,96166,93203,95929,96183,99636,99853,100068,100348,100600,100760,100842,100901,100952,101041,103963,104807,105712,106578,107318,107818,108095,108357,108537,108599,108642,108549,108510,108506,108467,108454,108371,108339,108399,108405,108358,108292,108191,108044,107884,107710,107510,107268,106977,..
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1978248,2068845,2163591,2262676,2366298,2474666,2587997,2706518,2776568,2848431,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,..
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,5315355,5393036,5473671,5556766,5641597,5727751,5816247,5907874,6001852,6097035,6193384,6290365,6390574,6500816,6629999,6784695,6967941,7178675,7414158,7669694,7941898,8231910,8541605,8869370,9213084,9572175,9941109,10322043,10730862,11189177,11709993,12302124,12954155,13634076,14297613,14913315,15469274,15975668,16450310,16921149,17409072,17918373,18443691,18985000,19540098,20107409,20687646,21282515,21892146,22516460,23154855,23807588,24473178,25147109,25823485,26497889,27168210,27834821,28498687,..
"Population, total",SP.POP.TOTL,Zambia,ZMB,3070776,3164329,3260650,3360104,3463213,3570464,3681955,3797873,3918872,4045740,4179067,4319224,4466174,4619546,4778724,4943283,5112823,5287548,5468262,5656139,5851825,6055366,6265864,6481916,6701540,6923149,7146969,7372837,7598275,7820205,8036845,8246656,8451347,8656486,8869740,9096607,9339733,9597609,9866476,10140561,10415944,10692193,10971698,11256743,11550642,11856247,12173514,12502958,12848530,13215139,13605984,14023193,14465121,14926504,15399753,15879361,16363507,16853688,17351822,..
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,3776681,3905034,4039201,4178726,4322861,4471177,4623351,4779827,4941906,5111337,5289303,5476982,5673911,5877726,6085074,6293875,6502569,6712827,6929664,7160023,7408624,7675591,7958241,8254747,8562249,8877489,9200149,9527203,9849125,10153852,10432421,10680995,10900502,11092766,11261744,11410714,11541217,11653242,11747072,11822719,11881477,11923914,11954290,11982224,12019912,12076699,12155491,12255922,12379549,12526968,12697723,12894316,13115131,13350356,13586681,13814629,14030390,14236745,14439018,..
"Population, total",SP.POP.TOTL,Arab World,ARB,92197753,94724510,97334442,100034179,102832760,105736431,108758610,111899364,115136178,118437195,121785650,125164745,128598734,132161298,135952252,140040649,144453278,149161891,154111175,159218552,164420785,169698994,175061792,180505996,186035305,191650331,197338142,203084971,208889682,214753970,222653373,228731685,232956352,239243261,245449409,253107289,259000953,264822188,270575803,276393837,282344154,288432163,294665185,301113849,307862843,314965793,322452754,330290716,338395961,346629220,354890042,363158703,371443547,379705719,387907748,396028278,404024433,411898965,419790588,..
"Population, total",SP.POP.TOTL,Caribbean small states,CSS,4194710,4274060,4353628,4432217,4508198,4580374,4648367,4712526,4773902,4833842,4893454,4953087,5012612,5071954,5130833,5189153,5246563,5303307,5360561,5419884,5482206,5548512,5617885,5687092,5751543,5808179,5855443,5894827,5930179,5967018,6009251,6058308,6112815,6170351,6227335,6281190,6331280,6378552,6423827,6468476,6513485,6559096,6604965,6650971,6696953,6742717,6788123,6833393,6878978,6925452,6973206,7022387,7072665,7123332,7173435,7222212,7269386,7314990,7358965,..
"Population, total",SP.POP.TOTL,Central Europe and the Baltics,CEB,91401764,92232738,93009498,93840016,94715795,95440988,96146336,97043270,97884022,98606630,99134548,99635258,100357161,101112680,101939916,102860571,103776068,104616884,105329397,105948616,106576687,107191491,107770028,108326149,108853466,109360713,109846594,110296425,110686740,110801640,110743128,110469467,110111454,110041924,110021594,109864246,109626194,109422013,109238340,109060951,108447824,107660041,106959751,106624167,106331716,106041911,105772481,105378748,105001883,104800475,104421447,104174038,103935318,103713726,103496179,103257751,102994343,102738854,102511922,..
"Population, total",SP.POP.TOTL,Early-demographic dividend,EAR,980085256,1003279186,1027290366,1052059966,1077621038,1103954709,1131050085,1158974343,1187602236,1216984739,1247114277,1277990369,1309615000,1342025603,1375099398,1408837332,1443191766,1478222903,1514191924,1551478689,1590290482,1630688780,1672527054,1715519001,1759236282,1803388664,1847860252,1892643036,1937555154,1982404841,2029207305,2073777602,2117950211,2161909784,2205893669,2250115643,2294686411,2339478706,2384215228,2428682278,2472913805,2516715617,2560162782,2603385880,2646598382,2689939785,2733462527,2777145806,2820903724,2864614907,2908287643,2951856336,2994852889,3037662926,3080325473,3122841922,3165142287,3207188541,3249140605,..
"Population, total",SP.POP.TOTL,East Asia & Pacific,EAS,1040958103,1044544622,1059018809,1084796352,1110214377,1136691455,1166600015,1195269923,1224531259,1257454897,1290384064,1324084715,1355934900,1386188710,1416257366,1443359147,1467569010,1490449457,1513227369,1536434993,1559194619,1582789699,1608678553,1634539937,1659131214,1684294889,1710989831,1739071545,1767429690,1795159128,1822193192,1848222188,1872480731,1895897521,1919359723,1942431457,1965146504,1987315562,2008705489,2028650274,2047640119,2065912076,2083186112,2099602439,2115458616,2131146832,2146744075,2161785573,2177119142,2192059415,2206884624,2221673110,2236819053,2252046977,2267482299,2282855831,2298514046,2314202003,2328220870,..
"Population, total",SP.POP.TOTL,East Asia & Pacific (excluding high income),EAP,894880101,894484115,906418827,929639988,952499842,976366448,1003805626,1030347262,1057855221,1087061065,1117169518,1147914103,1176916274,1204963130,1231488459,1255575508,1277794190,1298410796,1318993009,1339882617,1360444852,1381740161,1405396789,1429187408,1451910036,1475348519,1500319170,1526783271,1553557307,1579675516,1605197175,1629641399,1652538259,1674590518,1696474639,1717912312,1738960485,1759761226,1779799008,1798649990,1816466142,1833433229,1849617640,1865142700,1880258797,1895285323,1909901290,1924028068,1938067140,1952027348,1965964309,1980045666,1994401378,2008932012,2023609315,2038202511,2053116851,2068155660,2081651801,..
"Population, total",SP.POP.TOTL,East Asia & Pacific (IDA & IBRD countries),TEA,883445573,882807967,894536179,917563055,940205368,963806254,990927389,1017110646,1044230714,1073035641,1102743566,1133088651,1161692276,1189353307,1215519616,1239283620,1261221825,1281596026,1301958160,1322627335,1342952245,1363987509,1387365773,1410865625,1433295147,1456445290,1481135087,1507322668,1533819043,1559650576,1584871832,1608999005,1631566815,1653289954,1674861279,1696014016,1716810429,1737388752,1757224494,1775880231,1793498351,1810261141,1826238744,1841560579,1856486252,1871341375,1885806859,1899800530,1913718210,1927560609,1941377349,1955334267,1969562739,1983964453,1998513398,2012980531,2027771091,2042687863,2056064424,..
"Population, total",SP.POP.TOTL,Euro area,EMU,265203934,267621101,270110056,272655378,275163387,277650957,279969040,281974883,283866409,285778637,287338845,288923420,290874595,292728234,294399225,295923527,297251524,298441845,299652820,300886490,302184230,303343135,304174240,304787493,305299134,305877727,306640638,307488390,308516473,309837592,311262588,312708137,314162058,315449099,316366779,317181448,318003015,318761762,319433981,320258898,321310791,322547874,324125336,325885964,327682505,329380417,330922789,332645165,334274725,335360890,336151479,335419643,336159194,337302113,338466255,339533474,340616924,341164362,341783171,..
"Population, total",SP.POP.TOTL,Europe & Central Asia,ECS,667253650,674962981,682921730,690946639,698901133,706626086,713395321,719979928,726307440,732494115,738123474,743747729,749899411,755883707,761661778,767264967,772775173,778073497,783310523,788572897,794002749,799296289,804063632,808620566,813373068,818222369,823200868,828219836,833273189,838162533,842570541,846356322,849757442,852712876,854685450,856212881,857577538,858882872,860015493,861035457,861993393,863083216,864648977,866925884,869516666,872163396,874862170,878004122,881531261,885170595,888627318,890862941,894486795,898766094,903129978,907498192,911812364,915420161,918793590,..
"Population, total",SP.POP.TOTL,Europe & Central Asia (excluding high income),ECA,275147578,279443876,283762877,288099625,292424434,296682673,300278116,303940876,307516657,311023409,314539976,318052830,321560922,325046534,328549115,332071182,335746714,339361874,342936802,346489990,350139462,353859116,357399180,360920890,364686101,368464042,372210556,375941782,379557335,382800641,385427601,387394807,389005125,390255767,390879149,391293819,391652704,392007080,392243961,392211706,392301484,392050558,391720978,391882450,392243981,392658986,393216869,393919037,394991819,396743394,398783138,401012737,403265869,405778196,408278056,410844329,413361214,415710935,417797257,..
"Population, total",SP.POP.TOTL,Europe & Central Asia (IDA & IBRD countries),TEC,308925209,313575168,318268089,323037300,327816760,332408546,336269817,340266714,344176940,347963199,351616528,355267605,359067136,362873895,366718674,370598463,374638948,378610495,382483487,386331985,390313394,394369212,398263895,402150952,406270520,410367344,414388121,418349572,422137029,425529430,428315751,430330022,431944610,433317638,434073825,434508847,434834171,435191660,435439577,435384574,435028415,434598276,434253516,434390419,434730803,435134576,435669295,436349814,437427283,439200178,441121359,443356614,445596591,448074081,450528180,453034345,455505650,457810292,459865205,..
"Population, total",SP.POP.TOTL,European Union,EUU,409306076,412798418,416450473,420166491,423850244,427380782,430687619,433861577,436817143,439658725,441986158,444288192,447081048,449719264,452179363,454542377,456685457,458618982,460468272,462298836,464225439,465947860,467248876,468335580,469368776,470497179,471780193,473103906,474581370,476149867,477725565,479155422,480544294,482059744,483264869,484222373,485063813,485855012,486597004,487497959,488221138,489015301,490252423,492063516,494028141,495983155,497844869,499790863,501683669,503194070,504298777,504005894,505096232,506597697,508193856,509717579,511218529,512191098,513213363,..
"Population, total",SP.POP.TOTL,Fragile and conflict affected situations,FCS,120335436,123102643,125989185,128998464,132146262,135443764,138901311,142517806,146274765,150149071,154125870,158184120,162336872,166632061,171143908,175913811,180973468,186282227,191732730,197176457,202506212,207706419,212817642,217875296,222933368,228049054,233189187,238381626,243809801,249707879,258210292,265557410,273554015,281936725,290328995,298467311,306246158,313764396,321010137,328377495,336293932,344736362,353568055,362707108,372022500,381419066,390889972,400456806,410146920,419986678,430002303,440218679,450626774,461192790,471835322,482530732,493290951,504119229,515215936,..
"Population, total",SP.POP.TOTL,Heavily indebted poor countries (HIPC),HPC,161734357,165573152,169567094,173722855,178048171,182548785,187227582,192084649,197119436,202329943,207714294,213272637,219004370,224905331,230970305,237195002,243590895,250160346,256880793,263721622,270668574,277719103,284905162,292290346,299959473,307980296,316358131,325095184,334249178,343887505,354047260,364782185,376055904,387705076,399503946,411298620,423019190,434736174,446608340,458867402,471680794,485112686,499113575,513601239,528444632,543555326,558909236,574560260,590590368,607115564,624219326,641921311,660193774,679012664,698336451,718128416,738387254,759106221,780234406,..
"Population, total",SP.POP.TOTL,High income,HIC,760193906,771546780,781558432,791500756,801349486,810831993,819708674,827927262,835367980,844677617,853011324,862109111,870906832,878815003,887824144,896323112,903502034,910950507,918462256,926341455,934008001,941672267,948924500,955737922,962190813,968672259,975437073,982183208,989071855,996396222,1004169206,1012606603,1018853066,1026846769,1034461319,1043384479,1050573065,1057559196,1064403601,1071158291,1077839576,1084888957,1092175508,1099365177,1106953027,1114743713,1123222521,1132154767,1141674064,1150180708,1157826206,1163335501,1170223344,1177175241,1184323353,1191326855,1198350350,1204429565,1210312147,..
"Population, total",SP.POP.TOTL,IBRD only,IBD,1916725984,1937366367,1970953262,2016413384,2061940171,2108649439,2158535715,2208041898,2258892461,2311898866,2366349459,2422126843,2476981598,2531557876,2585289079,2637247806,2688099702,2737889788,2788188544,2839472004,2891281645,2944612598,3000786139,3057588035,3113889531,3171073491,3229839106,3290144789,3350637888,3410072473,3468162855,3524494627,3578748050,3631876396,3684211762,3735691901,3786541610,3837092885,3886855288,3935228896,3981934121,4027560123,4072371012,4116879950,4161045550,4205058601,4248617747,4291629776,4334791952,4378481189,4421851199,4465853343,4510296617,4555067814,4599654984,4643767826,4687686335,4731120193,4772284113,..
"Population, total",SP.POP.TOTL,IDA & IBRD total,IBT,2299827560,2329751232,2372990360,2428491489,2484475271,2542065200,2603294258,2664582621,2727559890,2792906650,2859823273,2928162561,2995741759,3063329696,3130554486,3196617158,3262238505,3327432779,3393737765,3461566608,3530412139,3601268626,3675483595,3750866217,3826309623,3903212208,3982271082,4063430290,4145325696,4226720042,4307407025,4386707250,4464471808,4541486325,4617974811,4693887421,4769462932,4844990450,4919850879,4993500491,5066140135,5138190545,5209873584,5281727972,5353754291,5426151241,5498679869,5571274179,5644570358,5718843756,5793479782,5869059895,5945148626,6022137210,6099662180,6177552865,6256138021,6335039629,6412522234,..
"Population, total",SP.POP.TOTL,IDA blend,IDB,123891139,126858184,129965147,133206225,136575197,140066503,143685944,147439073,151321867,155331570,159468637,163727802,168123679,172701100,177520721,182622716,188026801,193716000,199663470,205822820,212160514,218662193,225330186,232165092,239172894,246352583,253706111,261218240,268847200,276540959,284376771,292064422,299824422,307643999,315538560,323589222,331892967,340389142,348989354,357543133,366210370,374871731,383578460,392391532,401420450,410737369,420376591,430363365,440671619,451237921,462331503,473598444,484720757,496066901,507644354,519429790,531399044,543525897,555830605,..
"Population, total",SP.POP.TOTL,IDA only,IDX,259210437,265526681,272071951,278871880,285959903,293349258,301072599,309101650,317345562,325676214,334005177,342307916,350636482,359070720,367744686,376746636,386112002,395826991,405885751,416271784,426969980,437993835,449367270,461113090,473247198,485786134,498725865,512067261,525840608,540106610,554867399,570148201,585899336,601965930,618224489,634606298,651028355,667508423,684006237,700728462,717995644,735758691,753924112,772456490,791288291,810355271,829685531,849281038,869106787,889124646,909297080,929608108,950131252,971002495,992362842,1014355249,1037052642,1060393539,1084407516,..
"Population, total",SP.POP.TOTL,IDA total,IDA,383101576,392384865,402037098,412078105,422535100,433415761,444758543,456540723,468667429,481007784,493473814,506035718,518760161,531771820,545265407,559369352,574138803,589542991,605549221,622094604,639130494,656656028,674697456,693278182,712420092,732138717,752431976,773285501,794687808,816647569,839244170,862212623,885723758,909609929,933763049,958195520,982921322,1007897565,1032995591,1058271595,1084206014,1110630422,1137502572,1164848022,1192708741,1221092640,1250062122,1279644403,1309778406,1340362567,1371628583,1403206552,1434852009,1467069396,1500007196,1533785039,1568451686,1603919436,1640238121,..
"Population, total",SP.POP.TOTL,Late-demographic dividend,LTE,1097403781,1099797275,1114451802,1140424871,1165967060,1192235073,1221252541,1249424428,1278385430,1308816321,1339919001,1371557517,1401527248,1430526179,1458108109,1483449266,1507257850,1529518337,1551730186,1574150421,1596184271,1618775545,1643485593,1668173934,1691966485,1716487312,1742456920,1769838060,1797369949,1823976433,1849526605,1873490015,1893548031,1914561058,1935068108,1956575285,1975922433,1994983078,2013289641,2030330432,2045841423,2060587322,2074469505,2088020747,2101455067,2115014282,2128455973,2141610789,2154947270,2168543985,2181529363,2194530619,2207632770,2220999087,2234568586,2248128427,2262158994,2276319334,2288665963,..
"Population, total",SP.POP.TOTL,Latin America & Caribbean,LCN,219907801,225993884,232265533,238696012,245233432,251850859,258538106,265295652,272128513,279037414,286027166,293097388,300238819,307462534,314773956,322176757,329667217,337240049,344913615,352693991,360591861,368601995,376714428,384896426,393106351,401311796,409496610,417659736,425800798,433925886,442040696,450125305,458175526,466199679,474193423,482150647,490080681,497957410,505774348,513442848,520964431,528336554,535570691,542684680,549705414,556652026,563521369,570314774,577050884,583746102,590303295,596966199,603586217,610151927,616619613,622986033,629240066,635372515,641357515,..
